id,revol_bal,total_pymnt,last_pymnt_d,last_pymnt_amnt
125897,16738,7174.090957,Aug-08,2329.53
126213,40384,10727.30463,Sep-10,299.36
126215,1359,5459.636223,May-09,143.94
126287,107501,11068.42185,Oct-08,7110.05
126392,3054,10435.30342,Apr-08,8553.6
126776,40384,10727.30463,Oct-10,305.23
126788,128000,8104.154188,Sep-08,5468.54
127213,4709,2219.432551,Apr-10,3.06
127353,2850,3381.645272,Apr-10,9.29
127472,51,2580.248838,Mar-09,73.68
127504,37152,11291.91405,Nov-10,317.43
127531,3839,19555.18587,Sep-10,545.37
127719,37152,11291.91956,Nov-10,323.55
127830,26283,7294.65,Dec-09,266.37
128635,5607,7648.052287,Oct-10,188.8
128881,1061,8570.680502,Nov-10,126.36
129745,56740,11663.55831,Oct-10,327.94
130512,40598,8192.665786,May-09,3946.77
130735,3815,11444.36549,Sep-08,7924.41
130907,0,4191.717919,Aug-10,9.7
130986,50,2338.44735,Oct-10,69.15
131223,4569,25188.82338,Oct-10,707.68
131387,8528,7029.69413,Oct-10,198.8
131618,14345,10641.12426,Oct-10,298.04
131649,113,7833.037378,Oct-10,219.63
131782,12231,6138,Dec-09,50.09
132062,13552,8943.420138,Oct-10,252.65
132172,16813,6939.838576,Feb-10,1692.37
132892,26233,4015.96,May-08,301.05
132946,5760,5900.951139,Oct-10,172.42
133301,105,4073.98,Oct-09,150.66
133685,11490,7762.02533,Feb-10,1888.34
134436,17641,3068.020133,Oct-10,89.89
135201,0,10273.97249,Jan-08,9617.25
135594,12430,5504.771552,May-08,4512.61
136226,12323,5035.12991,Apr-10,964.01
136316,38624,3515.867902,May-10,576.99
136491,875,2477.03,Jul-09,333.29
136634,1196,10235.30514,Oct-10,289.62
137042,26628,6989.312454,Oct-10,203.82
137106,6752,4382.295761,Jan-08,4105.9
137271,458,2313.97,Jun-08,70.25
137965,16786,9013.504593,Feb-10,2222.28
138557,7336,9474.504091,Oct-10,265.32
138568,7089,3767.310996,Oct-10,114.05
139057,18388,6207.582068,Sep-10,12.81
139657,613,1393.109735,Nov-10,40.85
139790,566,3597.734061,Dec-09,100.35
139968,9166,12074.02691,Jul-10,1333.8
139980,5406,4820.71,Mar-10,163.49
140036,1188,868.81,Jan-10,32.25
140452,12003,3528.643953,Oct-10,108.86
140561,20511,520.03,May-08,72.42
140687,55720,3264.399986,Nov-10,96.65
140900,7744,8539.466798,Apr-08,7501.59
141041,51761,6095.488269,Nov-10,171.85
141676,579,6890.119612,Dec-08,4427.01
141774,34776,1605.3,Aug-08,162.01
142281,8047,7850.413498,May-09,3995.3
142608,0,5931.806949,Oct-10,490.01
142618,409,5701.515761,Nov-10,162.23
142734,185,27752.44158,Jun-09,13442.6
142790,48251,5664.122277,Jun-10,665.84
143102,772,3499.046563,Nov-10,98.93
143128,1019,9504.997523,Nov-10,273.47
143566,8332,14566.08622,Nov-10,405.99
144579,1790,10461.78715,Oct-08,7387.64
144635,62739,9239.37,Oct-08,839.95
146564,29901,8094.3,May-10,553.62
146641,5867,8231.777527,Feb-08,7703.28
146671,10605,26131.73499,May-08,22120.23
146844,57196,12699.13,Dec-11,100.2
148473,481,4484.82,Jul-09,500.11
149575,2282,11121.68928,Oct-09,19.94
149754,3614,4708.201721,Nov-10,135.81
150940,14930,8174.02191,May-10,1571.29
151587,33989,22759.93342,Nov-09,7966.24
151607,1238,1664.724606,Sep-08,1199.4
151621,4746,20609.24655,Nov-10,574.81
152291,3470,5395.041887,Nov-10,151.64
152663,12640,3161.605037,Jun-08,2581.97
153022,368,3339.035809,Oct-10,11.71
153054,30597,6690.131289,Jul-09,3044.55
153235,8537,21380.72297,Nov-10,597.57
153434,15649,14204.69083,Nov-10,306.13
154141,4067,5417.794338,Mar-09,3076.88
154154,5836,5134.085288,Aug-08,3891.08
154286,24615,17586.45199,Mar-11,573.03
154305,7600,4198.854301,Nov-10,117.97
154776,9495,2009.43,Aug-08,223.34
155780,4921,5162.394223,Jan-09,3214.98
156021,11200,7775.636871,Apr-12,73.03
156417,2444,6208.942922,Jun-08,5278.09
156868,916,28482.75432,Jan-11,812.73
157169,148829,10361.33,Dec-08,821.25
157768,3209,4559.031276,Dec-10,128.06
158289,7570,10593.50755,Dec-10,297.22
158706,13126,14370.92225,Feb-10,4259.11
159468,66654,13399.12782,Feb-09,8231.59
159665,50,6432.31679,Dec-10,183.83
159713,3084,986.55,May-11,29.16
161187,2598,14773.99102,Dec-09,5171.89
163627,18168,4686.458561,Dec-10,134.37
163758,24218,3547.037137,Dec-10,99.15
164346,0,565.0251577,Dec-10,33.16
164741,72303,18832.94253,Dec-10,526.15
164792,1032,18920.57192,Dec-08,12791.64
166437,133,11289.55269,Aug-10,116.25
166534,34023,8877.15,Apr-09,527.93
166546,12430,3135.507949,Aug-08,2483.36
166683,10742,7305.786154,Dec-10,204.6
166747,2197,2831.89,Apr-09,707.96
167189,88,1587.33,Oct-08,158.76
167205,13867,17495.30684,Dec-10,490.65
167584,3943,4514,Feb-09,322.49
167645,5405,6778.258742,Apr-10,3.94
167846,12102,13441.00357,Jun-10,7.17
168100,18076,21557.49245,Nov-10,5.19
168190,4504,2529.27,Aug-09,132.35
168222,25852,27392.2032,Nov-08,19106.22
169044,32438,21805.83242,Jan-11,636.34
169254,20380,18867.74967,Aug-09,8642.19
169354,38054,5894.49,Feb-09,3654.23
169453,25,20479.9813,Feb-09,12618
169525,3305,10478.72198,Jan-11,1.46
169793,348,7894.73,Feb-09,530.36
170488,3015,5681.902201,Jul-10,933.83
170528,7336,14059.38537,Dec-10,393.41
170929,8644,10042.83051,Jan-09,6432.48
171220,93,18930.34,Mar-09,200.01
171298,2698,7830.665691,Dec-10,225.5
172644,19009,13996.25553,Dec-10,391.12
172802,498,5698.810312,Dec-10,159.37
173029,10358,8311.84,Apr-10,416.62
173981,2105,3701.247745,Apr-10,902.55
174377,2822,5480.64559,Feb-10,1631.54
175056,21004,23067.26757,Jan-10,7446.74
175147,11675,2942.427533,Dec-10,85.43
175193,3933,8587.161956,Dec-10,242.56
175582,7251,12060.06736,Aug-10,1649.16
176062,88,931.5,Oct-08,93.23
176206,1492,3450.932223,Dec-10,100.22
176610,7121,3453.794808,Dec-10,98.46
176942,17641,19576.92009,Mar-10,1950.71
176995,30946,12770.59,Feb-09,859.07
177075,0,17016.46038,Dec-10,482.31
177259,23391,19760.82237,Jan-09,12719.24
177913,16324,7930.939209,Nov-09,2988.95
178157,7104,5511.15,Oct-09,50.03
178236,9273,14193.34884,Feb-10,4185.78
178239,6718,8353.107275,Dec-10,236.06
178977,12017,7221.69,Oct-08,802.47
179020,5749,10976.02508,Dec-10,307.06
179897,6530,30103.87502,Dec-10,837.68
180005,2666,4444.32909,Jan-10,1448.33
180535,3761,4082.244935,Dec-10,113.99
180614,33698,30328.54577,Dec-10,845.47
180675,3472,13650.38,Mar-09,817.41
180712,14534,15179.28358,Dec-10,435.85
181036,6703,20705.86129,Dec-10,580.97
181590,5861,14580.70226,Dec-10,407.18
181701,5061,5914.503029,Dec-09,2054.79
182089,16888,24379.7862,Dec-10,678.74
182554,463,4747.534251,Nov-10,15.13
182589,0,10131.52284,Nov-10,11.4
182845,8283,26630.20565,Sep-08,20210.86
183801,46525,18185.5444,Dec-10,506.84
183936,2650,6413.832389,Apr-10,253.09
184296,17,12982.48,Jun-09,898.85
184562,827,2609.48,Jul-08,319.54
184908,961,1170.657129,Jan-11,1.43
185352,1554,6933.194512,Dec-10,193.55
185684,10753,14318.87,Jul-09,764.64
186499,2227,1110.813028,Aug-10,185.8
186572,7606,12347.21988,May-08,11202.55
186652,8355,10817.03,May-10,200.22
186840,27293,24740.98049,Dec-10,693.79
187464,10157,11555.4033,Dec-10,325.23
187671,4209,8654.61,Oct-08,862.97
188937,0,8110.596545,Apr-08,609.58
189379,1773,2912.210708,Aug-08,2391.23
190811,949,1111.46,Jun-09,62.45
190846,12308,7661.88,Oct-08,851.41
191006,7914,8802.18,Jan-11,236.1
191730,9150,24740.97669,Jan-11,697.12
192239,21777,22583.26677,Jul-09,9417.16
192299,4281,19362.44821,Nov-10,1602.87
192311,4475,10994.76631,Apr-09,6502.24
192616,25413,13865.29434,Jul-10,2645.13
193452,15043,11344.30276,Jan-11,331.48
193586,6353,10544.50197,Jan-11,294.86
193630,3737,4442.805382,Dec-09,1685.2
194565,11370,13800.92888,Dec-10,771.89
194762,18403,17924.18663,Jul-09,9021.97
195618,19504,7103.957781,May-10,4.12
195655,10463,20705.85042,Jan-11,578.4
196027,2808,3432.784025,Dec-10,5.95
196148,6297,17163.96246,Oct-10,1902.2
196380,33060,12246.55873,Feb-10,9.87
196428,4500,3793.02,Aug-09,155.19
196521,2344,21710.02702,Jun-09,2860.41
196559,2907,3335.229263,Oct-10,9.61
196574,26218,10959.49476,Jun-10,2383.46
196863,5967,5158.918623,Nov-10,10.36
196910,27786,7509.82,Mar-10,288.89
197019,27786,2092.44,Dec-09,100.22
197225,7335,13783.56639,Jan-11,770.54
197360,0,7094.10262,Jan-11,198.7
197558,19210,3020.761194,Jan-11,84.87
197959,11601,17333.13847,Jan-11,484.25
198285,991,9167.490701,Nov-10,18.67
198952,141287,2573.52762,Jun-08,2263.15
199055,199,3491.952643,Jan-11,98.84
199486,63580,3936.06,May-09,325.38
199575,773,4095.399215,May-08,3722.88
199889,1042,2390.717595,Aug-10,77.64
200256,137,13842.17,Nov-10,406.07
200600,1944,8690.585118,Jan-11,247.31
200805,16613,1878.56,Nov-08,170.72
200886,0,10578.56423,Jan-11,300.6
200912,5181,11495.17317,Mar-11,204.17
201285,597,2296.2633,Jan-11,75.48
201479,3202,7830.662309,Jan-11,228.16
201909,46086,24038.21873,Jan-11,671.6
202270,9380,1084.63,Aug-08,133.55
202379,35944,15160.90083,Jan-11,424.78
202406,0,12237.55048,Jan-11,347.92
202712,7973,13158.27006,Jan-11,370.09
202720,8522,10741.74719,Feb-09,6980.96
203367,62976,31565.86822,Jan-11,894.15
203424,7429,11411.55436,Feb-11,336.72
203532,639,3505.1,Jun-08,701.12
203554,14903,17459.75629,Jan-11,487.31
204428,2923,4807.629375,Jan-11,137.6
204576,18314,11809.38286,May-08,10723.02
206181,150,3862.93163,Apr-10,5.54
206360,0,8653.732987,Jan-11,244.62
206839,2475,2192.734085,Oct-09,953.47
207148,1489,2382.281123,Jan-11,73
207387,15368,11852.09877,Jan-11,335.91
207910,21521,2507.503437,Feb-10,69.14
208191,4781,5011.52,May-09,313.3
208594,8473,11657.50259,Feb-10,3755.3
208728,8494,10356.20856,Mar-10,3338.15
208827,11333,11344.3046,Jan-11,320.57
209349,9366,7308.94,Oct-10,225.86
209392,4922,2268.427808,Jan-11,8.63
209581,23129,3837.48,Jul-08,536.57
210194,29736,4546.311329,Jan-11,127.74
210287,67232,6920.103618,Jan-11,193.32
210778,0,3329.38039,Jun-09,24.97
210784,11496,11454.74588,Jan-11,120.89
210884,6999,8223.879531,Jan-11,231.24
211126,4863,2558.352222,Dec-09,959.43
211133,12229,582.5816055,Jul-09,255.57
211586,2325,4301.985404,Apr-09,2679.13
211723,14653,2135.14,Aug-08,262.26
211860,4286,8508.228536,Jan-11,249.67
212737,8009,9591.804505,Mar-11,20.55
212894,2353,1708.74,May-09,101.47
213020,6634,7817.990752,May-10,1917.74
213427,0,1375.913459,Feb-10,446.66
213551,5608,8891.963908,Jan-11,248.61
213732,13649,6119.25,Sep-08,673.79
213846,9973,2493.66127,Mar-08,2414.08
214363,16502,17971.19376,Feb-11,501.05
214388,15773,9689.47,Apr-09,698.92
214572,3326,28495.61291,Mar-10,8473.6
214968,7263,10428.70728,Jan-11,297.88
215142,3451,9529.172183,Jan-11,279.69
215531,16770,4192.553113,Dec-10,88.99
215577,17042,10573.56634,Jan-11,301.72
215865,10686,20282.04132,Jan-11,567.29
215897,45,11325.28305,Mar-10,3679.27
216013,3247,8304.095376,Jan-11,232.08
216083,27839,23176.0234,Oct-08,17339.91
216181,0,11239.64283,Jan-11,314.2
216508,17246,9034.177378,Jan-11,260.83
216540,14036,18521.53614,Jan-11,521.82
216698,5643,526.3322407,Nov-08,180.61
216940,17850,13399.6738,Jan-11,373.21
217041,8382,11242.19229,Oct-09,4835.56
217100,24280,18069.3712,Sep-10,2448.29
217118,8375,14886.31569,Jan-11,415.69
217723,6437,17459.75711,Jan-11,489.14
217788,16890,11075.3578,Jan-11,310.73
217987,887,4699.377677,Jan-11,134.81
218282,17771,3704.86,Dec-08,370.59
218325,13115,17127.72395,Aug-08,13894.32
218331,5028,7985.41,Mar-10,640.05
218343,1,1517.66,Nov-09,140.34
218680,10251,15837.04533,Dec-10,4.95
219000,6566,6320.252182,Jan-11,376.23
219070,9516,6981.616732,Sep-10,14.2
219178,2126,5956.081936,Mar-11,5.38
219315,7209,3247.74,Oct-08,406.07
219425,7180,2041.95,Feb-10,82.71
219967,7386,6806.118745,Feb-11,189.5
220023,6035,2053.046429,Sep-10,3.53
220873,28653,5232.92,Jul-09,100.29
221264,49459,17877.41305,Oct-12,576.87
221301,22738,24252.07319,Jan-09,16875.62
222179,24406,5860.77,Sep-09,306.18
222488,25946,20965.61911,Mar-10,1.62
222492,0,22075.41171,Oct-11,457.35
222829,4765,16608.25963,Feb-11,461.98
223015,15222,30303.20243,Feb-11,852.07
223308,8035,8826.723137,Feb-11,262.84
223345,14214,6789.28,Apr-09,452.67
223626,23442,23388.13123,Feb-11,651.26
223992,101443,8144.508608,Sep-10,1344.08
224210,25988,17913.07722,Dec-10,3.98
224381,51039,32241.16,Jul-10,880.88
224541,23370,21073.33692,Jul-08,17780.31
224614,119420,8336.311783,Feb-11,237.97
224894,0,9252.222945,Aug-10,8.07
224984,15564,5650.292855,Oct-10,781.17
225054,13686,10816.7109,Feb-11,256.11
225812,6921,23208.16065,Aug-10,84.32
225897,4220,4626.141666,Aug-10,15.37
226154,29877,6145.854768,Feb-11,177.49
226735,21573,810.16,Oct-08,101.52
226780,18316,4785.98,Jun-09,400.22
227383,1458,12202.10933,Feb-11,404.57
227538,3179,13777.70649,Feb-11,385.05
227568,4365,13660.10174,Jan-09,9628.44
227773,209,11014.83429,Feb-11,306.93
228424,12573,24507.02701,Sep-11,142.14
228892,806,9228.56,Dec-08,795.72
228923,4134,7796.54,May-09,491.73
229276,0,17863.54136,Feb-11,501.2
229565,22157,8223.877074,Feb-11,233.16
229930,54925,29184.8668,May-10,7882.11
230185,50908,9398.755128,Feb-11,261.9
230545,16164,2958.620897,Dec-10,189.02
231005,14046,8586.59,May-08,278.22
231321,4767,11239.62089,Feb-11,313.59
231540,23882,2134.066814,Feb-11,62.63
231935,674,13462.15692,Jul-10,9.8
232302,56842,28968.66479,Feb-11,808.99
232488,19948,29235.21402,Feb-11,813.36
232568,10979,4699.385513,Feb-11,134.88
232726,14643,11809.97272,Sep-10,1931.96
232917,15680,3139.617736,Jul-08,2743.44
232947,16670,13732.39857,Jan-11,764.96
233852,2624,10504.35423,Apr-09,6475.57
233978,2773,2836.084386,Feb-11,81.37
234451,2279,21864.12229,Jan-11,559.98
234585,28110,13497.93326,Nov-09,360.86
234707,997,24095.73896,Dec-10,2000.54
235094,2787,17317.37905,Aug-11,393.72
235269,1612,13269.8,Mar-10,650.16
235704,10214,12454.10019,Jan-11,693.66
236199,19892,21940.38411,Oct-08,16453.79
237246,1834,8543.353911,Mar-09,3234.38
237452,108397,17945.98469,Feb-11,503.92
237549,3348,4377.367603,Sep-09,2130.04
237776,983,7830.662309,Feb-11,227.81
237880,603,8688.619461,Jan-11,487.96
237883,13662,14110.50457,Nov-09,6002.52
238327,26044,17144.61461,Feb-11,473.81
238360,16212,13924.44629,Mar-11,391.52
238587,8516,9262.212248,Sep-10,2248.7
238612,3953,2240.040083,Jun-10,8.75
238935,12672,7593.351831,Mar-09,4917.41
238983,1346,11549.68832,Feb-11,323.21
238989,12425,11481.4317,Feb-11,327.14
239690,12032,13741.25,Jun-10,35.74
239761,14377,11801.64501,Feb-11,331.69
239843,464,13455.35,Dec-09,640.76
240105,10900,6388.917702,Nov-08,1316.09
240220,7006,1535.588749,Mar-11,3.12
240361,19708,4895.662379,Feb-11,143.93
240974,30949,6579.365667,Feb-11,179.33
241117,6101,6505.131537,Jan-09,4558.42
241502,1235,3400.279544,Feb-11,105.26
241536,18028,14923.82084,Feb-09,9974.99
241659,8828,12553.40827,Jul-08,11004.96
241850,6033,1707.963961,Feb-11,49.01
242092,64885,7270.343911,Mar-11,23.06
242229,27905,14601.34666,Jan-11,822.56
242260,14081,12186.32397,Aug-10,2638.19
242333,426,7124.59,Dec-09,444.85
242356,12301,26186.85552,Dec-11,5490.51
242452,0,3644.2411,Mar-11,4.21
242642,2248,19215.58368,Feb-11,542.62
242695,44,580.4627947,May-10,158.54
242839,2296,28227.74389,Jan-10,460.08
243046,16264,6596.41,Sep-09,347.5
243078,12758,6816.574202,Nov-09,2927.28
243130,2573,6768.669733,Feb-11,197.42
243207,15176,8344.133402,Dec-09,10.78
243243,7239,5000.98644,Feb-09,3369.41
243280,11217,6373.844983,Mar-09,308.26
243314,12979,2826.644886,Feb-09,1906.11
243406,21894,6945.386577,Feb-11,209.41
243430,4933,15049.73286,Nov-09,6418.18
243622,6206,12223.18099,Feb-11,349.31
243737,16326,8102.920768,Feb-11,236.33
243957,33,8250.187857,Sep-10,5359.25
244029,19901,813.4943502,Nov-08,15.6
244261,4385,3271.510038,Feb-11,99.07
244437,18966,21211.05998,Feb-11,616.02
244872,8788,3346.881216,Sep-09,1619.15
245124,1276,1760.436132,Feb-11,52.56
245190,22635,7204.230806,Feb-11,213.39
245733,1715,7187.25003,Mar-11,44.77
245765,1715,11171.25422,Mar-11,12.92
245846,2574,2893.896999,Feb-11,87.09
246179,25336,5780.499244,Feb-11,172.56
246276,18485,1452.19,May-08,343
246516,9048,9763.582101,Sep-10,1603.11
246553,14421,11026.45429,Sep-10,1813.02
247062,9121,7083.527241,Feb-10,2485.24
247424,120563,9389.262214,Feb-11,272.33
248108,710,3383.738402,Jan-11,196.97
248130,20762,1672.110127,Sep-10,248.44
248304,1839,6831.602566,Feb-11,191.58
248498,8629,22572.5166,Feb-11,635.07
248539,11735,11898.71247,Feb-11,360.46
248583,5506,21100.39176,Dec-10,2323.98
248817,3831,4321.66,Nov-09,413.4
248841,6094,6736.777813,Feb-11,224.31
248927,15597,6191.09597,Sep-08,1028.61
249164,52214,29074.27733,Mar-11,814.87
249699,507,14565.87,Dec-09,644.71
249840,0,7041.983574,Feb-11,206.81
249942,4760,5895.487459,Feb-11,190.22
249955,25160,18593.47,Dec-09,856.63
249972,10837,5895.54,Aug-09,327.53
249999,90335,11281.06877,Feb-11,319.6
250422,4010,4095.469038,May-08,3839.12
250699,3389,6031.094479,Feb-11,187.01
250951,39702,18062.05344,Feb-11,506.6
251142,653,19589.91857,Feb-11,545.76
251214,5274,6040.16,Mar-08,6040.38
251663,11788,2827.31758,Jun-08,2558.32
251682,122,3353.0359,Feb-11,102.91
251789,22122,11349.69093,Feb-09,7517.48
251996,103,5613.985776,Feb-11,176.71
252482,8866,12135.63573,Oct-09,5541.74
252729,4929,17765.98751,Feb-11,497.68
252973,11794,2863.907822,Jun-10,5.82
253020,462,18264.7807,Feb-11,513.09
253085,5855,17293.35,Jul-10,608.58
253222,6688,23259.40462,Feb-11,656.05
253227,12220,900.4925062,Feb-11,27.29
253425,8736,6630.163712,Apr-09,4090.06
253427,170,18257.19163,Feb-11,516.11
253601,15923,19736.63951,Feb-11,565.57
253727,0,5095.746951,Sep-10,14.96
253766,1340,16778.59,Jan-11,50.19
253973,8575,11791.05254,Mar-11,336.72
253987,21498,3498.140851,Jun-10,28.48
254201,32406,21161.21375,Feb-11,604.55
254250,7902,4750.92,Feb-11,131.97
254378,46789,3301.8,Dec-08,330.53
254533,7897,9026.384772,May-10,40.86
254762,6422,7713.733168,Jan-09,2347.25
254979,1467,11327.92778,Jan-11,685.85
255150,16694,29746.89255,Feb-11,843.17
255171,1698,5630.277322,Nov-10,12.72
255845,8801,11473.92089,Feb-11,318.72
255888,5500,6117.122634,Aug-10,458.47
256019,3282,13361.99097,Jul-10,2915.47
256021,23908,5102.54,Oct-08,28.02
256365,6088,8149,Jan-09,815.04
256406,2217,11467.4452,Jul-08,10033.69
256450,22247,7693.600936,Mar-11,222.17
256458,14555,3585.6,Mar-11,99.6
256488,15491,14750.08694,Mar-11,411.52
256704,24299,5768.7,Nov-09,428.38
256991,44543,9624.6,Aug-09,535.02
257019,3735,5718.182591,Apr-10,1706.22
257223,2352,4372.208137,Mar-09,2825.89
257346,7607,11376.62802,Jun-09,6358.53
257612,12303,10205.90808,Oct-09,51.73
258521,5824,8423.18,Mar-11,224.58
258603,5071,11885.31,Jan-10,504.84
258644,24,17523.3185,Mar-11,488.96
258652,16616,13490.73,May-09,7913.27
258717,31566,8837.67,Apr-09,135.74
258828,4110,24124.5992,Mar-11,678.78
258870,16738,18312.08883,Jan-10,7362.64
259032,54392,28939.13354,Mar-11,808.99
259106,46427,3518.917698,Oct-10,22.8
259414,10944,4878.86,Mar-11,111.64
259505,16805,24342.94676,Mar-11,682.24
259595,9255,11575.63529,Mar-11,327.73
259945,16194,23473.06549,Mar-11,656.11
259956,4643,24571.63184,May-08,23028.66
259968,3808,11379.35395,Jan-11,944.7
260049,9080,18613.42744,Mar-11,518.82
260113,4551,10513.97555,Mar-11,295.97
260277,11927,11898.7228,Mar-11,336.77
260324,5261,10298.94,Sep-10,339.6
260368,1139,3073.921317,Oct-08,621.14
260597,5280,6945.386576,Mar-11,198.84
260801,13607,11362.73603,Apr-10,3681.47
260928,11134,14178.3,Nov-10,36.42
261281,23623,11843.99797,Mar-11,333.15
261382,9711,11049.85748,Jun-10,13.41
261456,2456,3384.329118,Mar-11,103.04
261972,11969,6716.99,Mar-10,4.56
262041,32421,6383.566029,Dec-08,4847.67
262113,1348,6573.906462,Mar-11,205.53
262215,26255,25595.0472,Mar-11,734.93
262563,20838,9152.1,Sep-09,508.59
262618,11188,16449.77723,Mar-11,457.88
262669,0,11274.87841,Jan-11,940.13
262961,167,947.3765785,Nov-08,748.4
263180,10997,11898.71949,Mar-11,338.66
263677,2308,1104.124048,Jun-09,654.25
263697,15506,7165.25,May-09,481.4
263741,7720,9475.196882,Mar-11,269.56
263906,11973,5868.294364,Mar-11,167.74
264003,142,23756.46018,Feb-10,11.27
264267,3050,9353.76,Nov-09,582.44
264499,14453,17775.45801,Sep-11,9.11
264630,7842,6535.58453,Jul-11,172.84
264754,5762,1635.28,Dec-08,162.26
264792,2339,11386.14201,Mar-11,318.7
264886,17436,13509.34777,Mar-11,380.46
264923,11648,8702.38,Sep-09,482.32
265007,8731,8680.25,Mar-09,663.47
265076,22210,6251.188137,Mar-11,190.38
265097,6496,7970.457926,Mar-11,225.15
265115,3041,3598.6,Jan-09,360.29
265117,2000,10284.70929,Jun-08,9624.64
265521,3717,6517.47,Mar-10,171.86
265613,34841,15104.23412,Dec-10,1657.15
265836,5257,6751.87,Dec-10,179.86
265904,15193,18241.83912,May-09,11118.66
266047,3245,11836.91226,Jan-11,1209.28
266130,14694,15697.87,Nov-10,490.29
266179,438,7989.945253,Feb-10,3030.82
266282,38605,9149.105025,May-10,2720.94
266327,6611,3424.580243,Nov-10,476.98
266544,5723,9244.542981,Aug-09,1964.34
266798,8366,5640.513454,Mar-11,166.94
266963,7583,7374.76,Dec-09,387.43
266989,4524,6902.129457,May-10,2.48
267477,3596,9303.757586,Mar-11,272.21
